#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
KAK4468827.1         -            825 13816at33208         -           1537   1.9e-24   84.3   0.0   1   1   3.5e-27   2.7e-24   83.8   0.0  1267  1535   554   823   536   824 0.86 hypothetical protein MN116_007994 [Schistosoma mekongi]
KAK4471444.1         -           1064 13816at33208         -           1537   3.5e-24   83.4   0.0   1   1     6e-27   4.6e-24   83.0   0.0  1275  1535   803  1062   796  1064 0.89 hypothetical protein MN116_004872 [Schistosoma mekongi]
KAK4475812.1         -           1370 13816at33208         -           1537   3.7e-23   80.0   0.1   1   1     7e-26   5.3e-23   79.5   0.1  1248  1531  1080  1363  1062  1367 0.81 hypothetical protein MN116_000649 [Schistosoma mekongi]
KAK4467909.1         -            847 13816at33208         -           1537   3.6e-21   73.4   0.2   1   1   7.2e-24   5.4e-21   72.8   0.2  1260  1439   659   835   653   842 0.88 hypothetical protein MN116_008518, partial [Schistosoma mekongi]
KAK4470579.1         -           1178 13816at33208         -           1537   2.6e-15   54.0   0.0   1   2   4.7e-12   3.5e-09   33.7   0.0  1256  1474   866  1087   841  1094 0.78 hypothetical protein MN116_006120 [Schistosoma mekongi]
KAK4470579.1         -           1178 13816at33208         -           1537   2.6e-15   54.0   0.0   2   2   2.3e-07   0.00018   18.1   0.0  1497  1532  1137  1172  1129  1175 0.89 hypothetical protein MN116_006120 [Schistosoma mekongi]
KAK4475309.1         -            722 13816at33208         -           1537   1.3e-14   51.7   0.0   1   1   2.5e-17   1.9e-14   51.1   0.0  1168  1263   617   713   606   721 0.81 hypothetical protein MN116_002377 [Schistosoma mekongi]
KAK4472286.1         -           3325 13816at33208         -           1537   9.3e-12   42.2   0.0   1   3     0.044        33    0.6   0.0  1099  1157  2873  2930  2865  2941 0.86 hypothetical protein MN116_003554 [Schistosoma mekongi]
KAK4472286.1         -           3325 13816at33208         -           1537   9.3e-12   42.2   0.0   2   3     0.001      0.77    6.0   0.0  1353  1403  3102  3155  3072  3177 0.75 hypothetical protein MN116_003554 [Schistosoma mekongi]
KAK4472286.1         -           3325 13816at33208         -           1537   9.3e-12   42.2   0.0   3   3   2.6e-11     2e-08   31.2   0.0  1449  1531  3230  3317  3220  3322 0.83 hypothetical protein MN116_003554 [Schistosoma mekongi]
KAK4474201.1         -            369 13816at33208         -           1537      0.07    9.5   0.1   1   1   0.00012     0.089    9.2   0.1   873   920    12    59     7    75 0.81 hypothetical protein MN116_002657 [Schistosoma mekongi]
KAK4474129.1         -            392 13816at33208         -           1537      0.71    6.2   8.1   1   1    0.0013      0.95    5.7   8.1   518   562    47    93    19    99 0.83 hypothetical protein MN116_003433 [Schistosoma mekongi]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /users/40483456/busco_datasets/busco_downloads/lineages/metazoa_odb10/hmms/13816at33208.hmm
# Target file:     /users/40483456/protein/s.mekongi.faa
# Option settings: hmmsearch --domtblout /users/40483456/busco/results_pro/s.mekongi_busco/run_metazoa_odb10/hmmer_output/initial_run_results/13816at33208.out --cpu 1 /users/40483456/busco_datasets/busco_downloads/lineages/metazoa_odb10/hmms/13816at33208.hmm /users/40483456/protein/s.mekongi.faa 
# Current dir:     /users/40483456
# Date:            Thu Jan 15 18:04:17 2026
# [ok]
